"scrubbed_species_binomial"	"verbatim_family"	"verbatim_scientific_name"	"family_matched"	"name_matched"	"name_matched_author"	"higher_plant_group"	"scrubbed_taxonomic_status"	"scrubbed_family"	"scrubbed_author"	"native_status"	"native_status_reason"	"native_status_sources"	"is_introduced"	"native_status_country"	"native_status_state_province"	"native_status_county_parish"	"country"	"state_province"	"county"	"locality"	"latitude"	"longitude"	"date_collected"	"datasource"	"dataset"	"dataowner"	"custodial_institution_codes"	"collection_code"	"datasource_id"	"is_cultivated_observation"	"is_cultivated_in_region"	"is_location_cultivated"	"is_new_world"	"observation_type"
"Inga approximata"	"Fabaceae"	"Inga approximata T.D.Penn."	"Fabaceae"	"Inga approximata"	"T.D. Penn."	"flowering plants"	"Accepted"	"Fabaceae"	"T.D. Penn."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Depto Santa Cruz, Prov. Vallegrande.  Tupiriqui (La Yunga), 15 km SE en linea recta de Piraimirí."	-18.6667	-63.8	1994-12-26	"GBIF"	"MEL"	"MEL"	"MEL"	"MEL"	3283	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Rio Grande do Sul"	NA	"Cerca de 37 km a sudoeste da ponte do rio Santa Maria, na estarada para o Ponche Verde."	-31.216666	-54.866666	NA	"GBIF"	"Cenargen"	"Cenargen"	"Cenargen"	"CEN"	3199	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus (A.H.Gentry) S.O.Grose"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Ca. de 5 Km do povoado Quixaba do Mandacaru, Fazenda Urubu."	-11.15	-38.85	2008-01-16	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S. Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Chiquitos"	"Proyecto Corredor Santa Cruz-Puerto Suárez. Laguna Concepción, transición chaqueño-chiquitano, vegetación alterada en las márgenes del camino y cerca de la laguna."	-17.5319445	-61.3744445	1999-11-07	"MO"	"MO, USZ"	"MO, USZ"	"MO, USZ"	NA	280	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Ca 2 Km da Comunidade Gruta dos Brejões."	-11.014722	-40.405278	2007-05-04	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Senna coimbrae"	"Fabaceae"	"Senna coimbrae M.Nee & Barneby"	"Fabaceae"	"Senna coimbrae"	"M. Nee & Barneby"	"flowering plants"	"Accepted"	"Fabaceae"	"M. Nee & Barneby"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Andres Ibanez"	"12 km E of Center of Santa Cruz on road to Cotoca"	-17.77	-63.07	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S. Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"Quiapaca, 10 km N of Santiago, valley of Río Tucuvaca dry forest. Transects 7-8."	-18.3333333	-59.5	1991-05-16	"MO"	"MO, USZ"	"MO, USZ"	"MO, USZ"	NA	280	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	"Gloria"	"Baixa da Fontana. Brejo do Bingo. TerritÃ³rio IndÃ­gena PankararÃ©."	-9.3333333333	-38.4833333333	2004-08-10	"SpeciesLink"	"UESB"	"UESB"	"UESB"	"HUESB"	1224	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Interior de Floresta Estacional Decidual. Solo ferruginoso."	-19.195278	-57.659722	2004-11-25	"GBIF"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"CPAP"	2018	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Entre Rios"	"Concordia"	"Salto Grande"	-31.35	-58.18	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Terras"	-19.016667	-57.65	1987-11-23	"GBIF"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)"	"CPAP"	2018	1	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Entre Rios"	"Federacion"	"Barra del río Mocoretá"	-30.71	-58.16	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus (A.H.Gentry) S.O.Grose"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Espirito Santo"	NA	"Lajinha, propriedade de Vidal Krause. Inselbergue. Parque Nacional dos Pontões Capixabas"	-19.264722	-40.848889	2006-08-05	"GBIF"	"JBRJ"	"JBRJ"	"JBRJ"	"RB"	1928	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	NA	NA	"Brazil"	"Rio Grande do Norte"	NA	"ESEC, estrada da lagoa"	-6.59825	-37.250611	2005-05-20	"GBIF"	"Universidade Federal de Minas Gerais (UFMG)"	"Universidade Federal de Minas Gerais (UFMG)"	"Universidade Federal de Minas Gerais (UFMG)"	"BHCB"	2515	0	0	NA	1	"specimen"
"Inga approximata"	"Fabaceae"	"Inga approximata T.D.Penn."	"Fabaceae"	"Inga approximata"	"T.D. Penn."	"flowering plants"	"Accepted"	"Fabaceae"	"T.D. Penn."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Depto Santa Cruz, Prov. Vallegrande, 3 km (by air) S of Khasa Monte on road to Los Sitanos, ca. 2 km N of Los Hornos."	-18.7167	-64.0333	1989-12-26	"GBIF"	"MEL"	"MEL"	"MEL"	"MEL"	3283	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Tabebuia selachidentata A.H.Gentry"	"Bignoniaceae"	"Tabebuia selachidentata"	"A.H. Gentry"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Morro das Tocas."	-12.716667	-39.7	1996-09-28	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	NA	NA	"Paraguay"	NA	NA	"Fuerte Olimpo - Alto-Paraguay, Chaco, 21° lat./Departamento de Alto Paraguay"	-21.05	-57.88333	NA	"GBIF"	"G"	"G"	"G"	"Geneva Herbarium – General Collection (G)"	3547	0	0	NA	1	"specimen"
"Mitracarpus bicrucis"	"Rubiaceae"	"Mitracarpus bicrucis Bacigalupo & E.L.Cabral"	"Rubiaceae"	"Mitracarpus bicrucis"	"Bacigalupo & E.L. Cabral"	"flowering plants"	"Accepted"	"Rubiaceae"	"Bacigalupo & E.L. Cabral"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Chiquitos Province: Ca. 10 km NW of Roboré to San Pedro, then NE onto the serranía, from 0.5-5 km. 18°15' S 059°49' W, 400-600 m."	-18.25	-59.81667	1995-02-05	"GBIF"	"WU"	"WU"	"WU"	"Herbarium WU"	3615	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S. Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Angel Sandoval"	"Prov. German Busch, Estancia San Eugenio a 14 km W de la estancia Arco Iris. Bosque semideciduo. Sotobosque escaso, dosel de 18 a 20 m de altura. Suelo arcilloso."	-18.93583	-57.87333	1998-10-28	"MO"	"USZ"	"USZ"	"USZ"	NA	280	0	0	NA	1	"specimen"
"Inga approximata"	"Fabaceae"	"Inga approximata T.D. Penn."	"Fabaceae"	"Inga approximata"	"T.D. Penn."	"flowering plants"	"Accepted"	"Fabaceae"	"T.D. Penn."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Cochabamba"	"Chapare"	"Río Derrumbe Mayu; near to the road to Estancia Corani."	-17.1475	-65.90916	1995-06-24	"MO"	"MO"	"MO"	"MO"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	NA	NA	"Paraguay"	NA	NA	"Ruta Transchaco, km 80 - Km. 75 s/ ruta Trans-Chaco. En el estero/Departamento de Presidente Hayes"	-24.78333	-57.8	1989-01-13	"GBIF"	"G"	"G"	"G"	"Geneva Herbarium – General Collection (G)"	3547	0	0	NA	1	"specimen"
"Arachis chiquitana"	"Fabaceae"	"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson"	"Fabaceae"	"Arachis chiquitana"	"Krapov. & al."	"flowering plants"	"Accepted"	"Fabaceae"	"Krapov. & al."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Dep. Santa Cruz, prov. Chiquitos. 30 km NE de San José. Puesto San Marcos, del Dr. Modesto Lopez."	-17.78333	-60.78333	1980-04-27	"GBIF"	"MNHN"	"MNHN"	"MNHN"	"P"	3541	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea dalyi Pruski & Urbatsch"	"Asteraceae"	"Calea dalyi"	"Pruski & Urbatsch"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso"	NA	"Topo da Cachoeira do Jatobá"	-14.918333	-60.073889	2013-05-17	"GBIF"	"UnB"	"UnB"	"UnB"	"UB"	3120	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Rio Grande do Sul"	NA	"."	-29.755	-57.088056	1988-03-02	"GBIF"	"PUCRS"	"PUCRS"	"PUCRS"	"MPUC"	1839	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Misiones"	"San Ignacio"	"Ruinas de San Ignacio"	-27.16	-55.34	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"UNK"	"Status unknown, no checklists for region of observation"	NA	NA	NA	NA	NA	"Australia"	"Queensland"	NA	"Glasshouse grown, James Cook University, Townsville."	-19.3272	146.7608	NA	"GBIF"	"JCT"	"JCT"	"JCT"	"JCT"	3258	0	0	NA	0	"specimen"
"Fosterella vasquezii"	"BROMELIACEAE"	"Fosterella vasquezii E. Gross & Ibisch"	"Bromeliaceae"	"Fosterella vasquezii"	"E. Gross & Ibisch"	"flowering plants"	"Accepted"	"Bromeliaceae"	"E. Gross & Ibisch"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	NA	-14.5544444	-60.7966666	1994-06-13	"SpeciesLink"	"JBRJ"	"JBRJ"	"JBRJ"	"JBRJ_RB"	249	0	0	NA	1	"specimen"
"Oxypetalum fuscum"	"Apocynaceae"	"Oxypetalum fuscum Goyder & Fontella"	"Apocynaceae"	"Oxypetalum fuscum"	"Goyder & Fontella"	"flowering plants"	"Accepted"	"Apocynaceae"	"Goyder & Fontella"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	"Vallegrande"	"Entre Las Vueltas y Corosito."	-18.8694445	-63.9575	2011-11-28	"MO"	"MO, USZ"	"MO, USZ"	"MO, USZ"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Ao lado da sede da Base de Estudos do Pantanal (BEP - UFMS), Passo do Lontra."	-19.577111	-57.019139	2012-03-10	"GBIF"	"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)"	"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)"	"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)"	"CGMS"	2258	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Jujuy"	"Ledesma"	"Parque Nacional Calilegua, orillas del arroyo Aguas Negras, sendero a la Junta"	-23.73	-64.83	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"tropicos"	0	"N"	NA	NA	"Bolivia"	"Santa Cruz"	"Andres Ibanez"	"13 km (by air) NE of Cotoca, 2-3 km N of Quebrada Cotoca on road to \"El Pauro\". Brushy roadside on flat, fine-sandy or clay soil, originally subtropical semi-deciduous forest with Acrocomia totai, now mostly cleared for crops.; Aeschynomene denticulata Rudd"	-17.6833333	-62.9166667	1992-12-18	"MO"	"MO, NY, USZ"	"MO, NY, USZ"	"MO, NY, USZ"	NA	280	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra São Domingos, Planalto Residual do Urucum. Acesso pelo areão do Sr. Wilson. Interior de Floresta Estacional Decidual."	-19.15537	-57.37634	2004-10-25	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Jujuy"	"Ledesma"	"Cauce del río San Lorenzo, ca. del puente de RN 34 Gral. San Martín-Calilegua."	-23.78333	-64.78333	2002-12-16	"MO"	"BAB"	"BAB"	"BAB"	NA	280	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	NA	NA	"Paraguay"	"Presidente Hayes"	NA	"Chacoí, campo inundable del Rio Negro Suberecta; flores violáceas, algunos tallos rojizos"	-25.2	-57.63	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Rio Grande do Sul"	NA	"Morro Gaúcho"	-29.337244	-51.932844	2011-03-13	"GBIF"	"FUVATES"	"FUVATES"	"FUVATES"	"HVAT"	2936	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	NA	"sobre Ruta 25"	-29.8	-59.25	1980-03-02	"GBIF"	"Universidade Federal da Bahia (UFBA)"	"Universidade Federal da Bahia (UFBA)"	"Universidade Federal da Bahia (UFBA)"	"ALCB"	2879	0	0	NA	1	"specimen"
"Senna coimbrae"	"Fabaceae"	"Senna coimbrae M.Nee & Barneby"	"Fabaceae"	"Senna coimbrae"	"M. Nee & Barneby"	"flowering plants"	"Accepted"	"Fabaceae"	"M. Nee & Barneby"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"12 km E of center of Santa Cruz on road to Cotoca"	-17.766667	-63.066667	1988-02-09	"GBIF"	"Instituto de Botânica, IBT"	"Instituto de Botânica, IBT"	"Instituto de Botânica, IBT"	"SP"	3012	0	0	NA	1	"specimen"
"Cascaronia astragalina"	"Fabaceae"	"Cascaronia astragalina Griseb."	"Fabaceae"	"Cascaronia astragalina"	"Griseb."	"flowering plants"	"Accepted"	"Fabaceae"	"Griseb."	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Salta"	"Oran"	"Tartagal"	-23.37	-64.22	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"flbr, conosur"	0	"N"	"N"	NA	"Brazil"	"Sao Paulo"	NA	"Fragmento 32 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa."	-22.8629	-45.3505	2013-04-19	"GBIF"	"Escola Superior de Agricultura Luiz de Queiroz, ESALQ"	"Escola Superior de Agricultura Luiz de Queiroz, ESALQ"	"Escola Superior de Agricultura Luiz de Queiroz, ESALQ"	"ESA"	2472	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"conosur"	0	"N"	"N"	NA	"Argentina"	"Corrientes"	"Mburucuya"	"Estancia \"Santa Teresa\""	-27.99	-58.18	NA	"GBIF"	"SI"	"SI"	"SI"	"HERB"	3669	0	0	NA	1	"specimen"
"Aeschynomene denticulata"	"Fabaceae"	"Aeschynomene denticulata Rudd"	"Fabaceae"	"Aeschynomene denticulata"	"Rudd"	"flowering plants"	"Accepted"	"Fabaceae"	"Rudd"	"N"	"Native to region, as per checklist"	"tropicos"	0	"N"	NA	NA	"Bolivia"	"Santa Cruz"	"Andres Ibanez"	"Ca. 5 km SSW of Cotoca, vic. clay pits and brick works, near \"Santa Rosa de Provote\". Disturbed semi-deciduous suptropical or chaco forest, partially cleared for pastures, with Aspidosperma cylindrocarpum, Reichenbachia hirsuta. Fine sandy and clay soil, flat.; Aeschynomene"	-17.7833333	-63	1998-03-10	"MO"	"MO, NY, USZ"	"MO, NY, USZ"	"MO, NY, USZ"	NA	280	0	0	NA	1	"specimen"
"Senna coimbrae"	"Fabaceae"	"Senna coimbrae M. Nee & Barneby"	"Fabaceae"	"Senna coimbrae"	"M. Nee & Barneby"	"flowering plants"	"Accepted"	"Fabaceae"	"M. Nee & Barneby"	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	"Santa Cruz"	NA	"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east; Senna coimbrae"	-17.74166	-63.2	NA	"MO"	"MO, NY"	"MO, NY"	"MO, NY"	NA	280	0	0	NA	1	"specimen"
"Manihot fabianae"	"Euphorbiaceae"	"Manihot fabianae M.Mend."	"Euphorbiaceae"	"Manihot fabianae"	"M. Mend."	"flowering plants"	"Accepted"	"Euphorbiaceae"	"M. Mend."	"Ne"	"Endemic to region, as per checklist"	"tropicos"	0	"Ne"	NA	NA	"Bolivia"	NA	NA	"Santa Cruz, Chiquitos, Serrania de Santiago de Chiquitos, Arco de Piedra; Meseta de la Serrania de Santiago"	-18.34	-59.56	2009-12-01	"GBIF"	"K"	"K"	"K"	"Herbarium"	3716	0	0	NA	1	"specimen"
"Handroanthus selachidentatus"	"Bignoniaceae"	"Handroanthus selachidentatus (A.H.Gentry) S.O.Grose"	"Bignoniaceae"	"Handroanthus selachidentatus"	"(A.H. Gentry) S.O. Grose"	"flowering plants"	"Accepted"	"Bignoniaceae"	"(A.H. Gentry) S.O. Grose"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Bahia"	NA	"Lages. Plot 1 Projeto Nordeste. Caatinga arbustiva sobre solo arenoso."	-11.514444	-41.348889	2017-08-19	"GBIF"	"UEFS"	"UEFS"	"UEFS"	"HUEFS"	2756	0	0	NA	1	"specimen"
"Calea dalyi"	"Asteraceae"	"Calea dalyi Pruski & Urbatsch"	"Asteraceae"	"Calea dalyi"	"Pruski & Urbatsch"	"flowering plants"	"Accepted"	"Asteraceae"	"Pruski & Urbatsch"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso"	NA	""	-14.918333	-60.073889	2013-05-17	"GBIF"	"UFG"	"UFG"	"UFG"	"UFG"	3801	0	0	NA	1	"specimen"
"Acosmium cardenasii"	"Fabaceae"	"Acosmium cardenasii H.S.Irwin & Arroyo"	"Fabaceae"	"Acosmium cardenasii"	"H.S. Irwin & Arroyo"	"flowering plants"	"Accepted"	"Fabaceae"	"H.S. Irwin & Arroyo"	"N"	"Native to region, as per checklist"	"flbr"	0	"N"	"N"	NA	"Brazil"	"Mato Grosso do Sul"	NA	"Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Osvaldo. Borda de Floresta Estacional Decidual."	-19.12753	-57.39768	2004-07-29	"GBIF"	"UNICAMP"	"UNICAMP"	"UNICAMP"	"UEC"	2136	0	0	NA	1	"specimen"
